tracker_uuid,exchange_uuid,start_time,original_utterance,asr_truth,duration,responses
CN-8cda7c1b-7c55-4fb3-a4ca-f8d368a9215f,ce9c76ee-4ef4-4ade-81d4-004e187be857,2021-06-22 17:11:25.601591+00:00,are you today drink goes well with no order yes a large drink please,drink goes well with your order yes a large drink please ,4.8,"[('utter_disambiguate_with_more', 'For the Drinks and Sweets which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-1814e9d8-7460-4855-9ca6-af9ea2157539,ef817a50-5b81-4a50-9db8-e998f8dad56f,2021-06-23 18:12:24.914444+00:00,green chili,,1,"[('utter_edited_dish_item', 'OK, I updated your Itsaburrger with green chili.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-3f9f7d48-b229-44ba-8fc7-02a1eeaf6a44,c6ce4c80-6901-41b4-9d80-eeccfc997179,2021-06-05 19:34:59.217087+00:00,double meat,,0.8,"[('utter_variation_add', 'OK, I just added Double Meat Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Double Meat Lottaburrger?')]"
CN-87e3cd0d-cf64-4f49-9c54-663c1ff13c68,39930869-4fb1-4e92-b72f-84572f9479df,2021-06-20 22:46:14.946149+00:00,regular,regular no onion ,2.4,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"""""""""""""""
CN-e37914a8-8499-45d9-b0ca-eda203235ea9,1f6016a2-81d4-48f9-8efc-c2ce640a4eb3,2021-06-01 19:21:24.823272+00:00,green sauce,,1.4,"""""""""""""""[('utter_variation_add', """"""""I've added #2 Sausage Burrito  with Green Sauce!""""""""), ('utter_anything_else_with_recommendation', 'What else can I get for you today, coffee goes well with your order')]"""""""""""""""
CN-a4cf827c-4b3d-4dc6-bee2-5fc3d71abc40,f22282d9-17b2-4d98-b5f3-b528856dc381,2021-06-22 00:01:56.818087+00:00,lotaburger swiss cheese to lotaburger juniors with cheese no green chili no tomato,2 lotaburger with cheese two lotaburger juniors with cheese no green chili no tomato,8.6,"[('utter_option_already_present', 'Cheese is already selected'), ('utter_option_already_present', 'Cheese, Chopped Green Chile and Tomato are already selected'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-bc432d87-9726-47b4-9958-62da6b4356ea,356840b4-a484-472f-a4ce-21f7410625d9,2021-06-11 22:56:15.621000+00:00,may i have 3 lotto combo one with no mustard and onions,may i have 3 lota combo one with no mustard and onions,11.8,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-a0f32290-508f-422e-bf82-7304c45e5eee,c39c6eec-60a7-42c4-95a4-e2b4bd1a90a9,2021-06-11 01:31:49.088620+00:00,can i get a nevada meal with a double cheese burger with large seasoned fries and a fountain drink,can i get a lota meal with a double cheese burger with large seasoned fries and a fountain drink,8.5,"[('utter_disambiguate_combo', 'In burger combo, which one would you like? Itsaburrger Meal or Lottaburrger Meal')]"
CN-a0f32290-508f-422e-bf82-7304c45e5eee,c39c6eec-60a7-42c4-95a4-e2b4bd1a90a9,2021-06-11 01:31:49.088620+00:00,can i get a nevada meal with a double cheese burger with large seasoned fries and a fountain drink,can i get a lota meal with a double cheese burger with large seasoned fries and a fountain drink,8.5,"[('utter_disambiguate_combo', 'In burger combo, which one would you like? Itsaburrger Meal or Lottaburrger Meal')]"
CN-908c5dd2-4903-4e06-92a2-c4f19417f660,3b7312b4-9272-4898-abe9-0246582eec56,2021-06-22 21:29:24.586764+00:00,a lot of combo,a lota combo ,1.2,"[('utter_combo_dishes', 'The Lottaburrger Meal has Drink, Lottaburrger and Side'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-fc4bbe19-4a87-4cf4-b9a2-258000fac461,bc34f712-2448-4d5e-9104-469ed9d5052f,2021-06-03 22:21:10.831536+00:00,start over i don't want green chili cheese fries i want,,3.7,"[('utter_deleted_dish', 'OK, I deleted Chili Fries from the order'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"
CN-87f9308a-9e65-4cfa-8294-0024950038e9,5924c97b-8be7-4691-895e-dece9256de53,2021-06-10 23:01:14.229849+00:00,irregular,regular,1,"[('utter_variation_add', 'OK, I added Regular Itsaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Itsaburrger?')]"
CN-87f9308a-9e65-4cfa-8294-0024950038e9,5924c97b-8be7-4691-895e-dece9256de53,2021-06-10 23:01:14.229849+00:00,irregular,regular,1,"[('utter_variation_add', 'OK, I added Regular Itsaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Itsaburrger?')]"
CN-ccfca9a2-9290-4926-aa14-9112d4223798,7aa4a21c-f69f-433f-8f0c-ad244537db6b,2021-06-05 15:30:39.466098+00:00,1 out of 180,one adovada burrito ,2.3,"""""""""""""""[('utter_default', """"""""Let's try that one more time, please?"""""""")]"""""""""""""""
CN-ef45a512-736b-4841-8a3e-ae5740b87aed,f959f2df-9764-45ee-bc25-6ff096d943c4,2021-06-02 15:03:36.038595+00:00,two word sodas pepsi,two large sodas pepsi,2.3,"[('utter_ask_with_variation', 'What Sizes for your 1st Pepsi, Large or Medium?')]"
CN-86123d1c-e719-4a42-9c35-3f249f340190,54749c54-85d1-4df1-8390-07735b87bc7e,2021-06-18 22:55:41.901377+00:00,i want a lotaburger double meat with cheese with all the trimmings mayo and mustard an order of onion rings and a large dr pepper,george  i want a lotaburger double meat with cheese with all the trimmings mayo and mustard an order of onion rings and a large dr pepper,13.3,"""""""""""""""[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_variation_add', """"""""I've added Lottaburrger Meal with Double Meat Lottaburrger with Cheese, Mayo and Mustard, Onion Rings and Large Dr. Pepper!""""""""), ('utter_anything_else', 'What else would you like to add today?')]"""""""""""""""
CN-071d6bd5-4260-4334-b240-ef69d6a78572,a67bc5f3-2232-48b8-b473-d8189625b8fa,2021-06-02 02:13:36.857911+00:00,add bacon and mayo and ketchup no pickles,,7.2,"[('utter_edited_dish_item', 'OK, I just updated your Itsaburrger with ketchup, pickle and mayo.'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-7f49bcbf-9133-44e2-a6c5-51dfe468aa98,685f5a30-2a63-47cb-92a9-6fc5a05df06a,2021-06-17 18:23:57.435192+00:00,regular,,43.644,"[('utter_variation_add', 'OK, I added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-46c0a4a2-ca23-4fd0-95b4-dd798f5b9778,f000a732-bc8a-4b24-a4c2-f6ad05199274,2021-06-19 17:08:26.102507+00:00,number four,number 4 with red chili add onions ,0.9,"[('utter_ask_limited', 'What Sauce for the #4 Classic Burrito?')]"
CN-5446f836-2534-44ff-912c-937a39b56970,14b03b16-8429-4d5b-a97e-035c79893a84,2021-06-16 17:53:28.701659+00:00,burglar,regular,0.8,"[('utter_default', 'Apologies, but could you please repeat that?')]"
CN-4c43978a-a4d7-478d-8449-53c8e44ad7c5,545740c9-457f-491f-8eef-cadd49411e87,2021-06-04 23:18:25.241992+00:00,regular,,0.8,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-db2620fe-7a7c-4c10-b124-79d123241e25,1c2f03f9-5244-4326-acac-788a77f65709,2021-06-13 22:00:31.555075+00:00,seasoned fries,,1.2,"[('utter_disambiguate', 'In Sides, which one would you like? Large Season Fries or Medium Season Fries')]"
CN-32b7061a-1567-42e2-ab14-252b62907424,76401bff-0a86-4537-9457-c1502e2ab4b9,2021-06-19 17:10:42.418559+00:00,add onions to the burrito,add add onions to the burrito,3,"[('utter_ask_edit_confirmation', 'Are you trying to make changes to your #4 Classic Burrito?')]"
CN-c63feeaa-b93b-43d5-991b-62ecc10f28e0,27d1ca35-2487-461a-bae9-ae3cc9b1684d,2021-06-10 23:22:41.258057+00:00,a large burger with green chili and double meat and cheese a coma, a lota burger with green chili and double meat and cheese a combo ,9.2,"[('utter_variation_add', 'Sure, I added Double Meat Lottaburrger with Cheese and Chopped Green Chile.'), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Double Meat Lottaburrger?')]"
CN-c63feeaa-b93b-43d5-991b-62ecc10f28e0,27d1ca35-2487-461a-bae9-ae3cc9b1684d,2021-06-10 23:22:41.258057+00:00,a large burger with green chili and double meat and cheese a coma, a lota burger with green chili and double meat and cheese a combo ,9.2,"[('utter_variation_add', 'Sure, I added Double Meat Lottaburrger with Cheese and Chopped Green Chile.'), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Double Meat Lottaburrger?')]"
CN-f3d9fe91-9fad-40a3-ae5f-2369e478bf82,e5b99cce-8cd5-4096-801e-3414da04d86c,2021-06-04 00:15:59.288749+00:00,regular fries,,1.5,"[('utter_variation_add', 'Sure, I added Medium Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-740aed1a-e595-4f63-a63a-2a94d25acd7f,7aad3a50-6e14-47d1-80c2-3718a9d567c1,2021-06-04 22:17:38.210598+00:00,no no,no no no not two large fries eliminate the fries ,1.1,"[('utter_summary', 'I have Medium Dr. Pepper, Large Root Beer, 2   Large Fries and Double Meat Lottaburrger with Bacon, Cheese and Chopped Green Chile'), ('utter_summary_price', 'Your total price comes up to $14.46 including tax.'), ('utter_ask_go_ahead', 'Would you like to complete your order?')]"
CN-ee0fad0d-dbe5-4817-bc73-28ddf9502ae4,c08fa577-f642-41e6-91b2-40afb64e3e59,2021-06-06 19:39:02.202859+00:00,french fries,,0.8,"[('utter_disambiguate', 'In Sides, which one would you like? Large Fries, Large Season Fries, Medium Fries or Medium Season Fries')]"
CN-9ebb55c0-5ffb-4dea-b3ce-54ba32556aab,55f32a6b-8c59-4264-86b9-90a83d262806,2021-06-21 01:55:13.095841+00:00,regular,,0.8,"[('utter_variation_add', 'Sure, I added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-7e4b3e2f-7204-4099-9f2c-603f2d5f2dd1,e50a7877-f575-4d3b-92fe-9f43a9df6817,2021-06-13 17:15:49.446517+00:00,large dr pepper,,1,"[('utter_variation_add', 'Sure, I added Large Dr. Pepper.'), ('utter_variation_add', 'OK, I added Lottaburrger Meal with Regular Lottaburrger with Cheese and without Pickle, Large Fries and Large Dr. Pepper.'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-e37914a8-8499-45d9-b0ca-eda203235ea9,a4ad880d-b550-4de2-8379-20acb31439bd,2021-06-01 19:22:53.023298+00:00,cheese,,0.4,"""""""""""""""[('utter_option_not_available_with_available_options', """"""""Sorry, in Chili Cheese Fries we don't have cheese, we only have Add Itsa Patty, Add Lota Patty, Bacon or Bbq Sauce and more""""""""), ('utter_variation_add', """"""""I've added Chili Cheese Fries!""""""""), ('utter_disambiguate_without_options', 'What Drink would you like?')]"""""""""""""""
CN-a876de76-5b90-4e6d-a294-c890fbf189b2,24e5bde6-37ac-452a-9775-710f190c7759,2021-06-10 18:08:14.630864+00:00,yes,yes green chile,0.4,"[('utter_added_dish_item', 'Added chopped green chile, cheese and bacon to your Lottaburrger.'), ('utter_ask_combo_with_name', 'Do you want to convert it into a Lottaburrger Meal')]"
CN-a876de76-5b90-4e6d-a294-c890fbf189b2,24e5bde6-37ac-452a-9775-710f190c7759,2021-06-10 18:08:14.630864+00:00,yes,yes green chile,0.4,"[('utter_added_dish_item', 'Added chopped green chile, cheese and bacon to your Lottaburrger.'), ('utter_ask_combo_with_name', 'Do you want to convert it into a Lottaburrger Meal')]"
CN-3faa1967-6bcc-455d-801e-98529b2962a3,09fb1830-67e9-4fbb-be68-2bcd05b03c22,2021-06-11 19:10:18.537766+00:00,breakfast burrito number one,,3.1,"[('utter_ask_limited', 'What Sauce do you want for the #1 Bacon Burrito?')]"
CN-87e3cd0d-cf64-4f49-9c54-663c1ff13c68,c6102f16-6864-4687-938a-3e0ecae82805,2021-06-20 22:45:43.367576+00:00,root beer,,0.8,"[('utter_ask_with_variation', 'For your Root Beer what Sizes, Large or Medium')]"
CN-c1d3b700-6b5a-49b0-9ef9-0fc1c55108a4,65815192-bf40-4bc7-a8ea-b13467485aaa,2021-06-05 17:00:13.756770+00:00,with extra cheese no sauce,,3,"""""""""""""""[('utter_variation_add', """"""""I've added #1 Bacon Burrito with No Chile and with extra Cheese!""""""""), ('utter_anything_else_with_recommendation', 'What else can I add for you today, coffee goes well with your order')]"""""""""""""""
CN-d87030fd-9abd-4df4-8b74-7f48923e23af,b4d51039-91c5-4aef-9643-37adc78877d0,2021-06-17 19:35:54.029305+00:00,regular,,4.7,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger Chopped Green Chile and with Cheese!""""""""), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Lottaburrger?')]"""""""""""""""
CN-f9892b29-760b-4f3b-a3c7-f54f5f0fe7d8,d1bac1b7-9e2b-4994-9b3c-82859a9a40f0,2021-06-18 19:21:14.187584+00:00,i also want cheese,,1.5,"""""""""""""""[('utter_default', """"""""I'm sorry I didn't hear everything you said?""""""""), ('utter_disambiguate_help', 'Can you please tell the full item name? or just say """"""""no"""""""" to cancel.'), ('utter_disambiguate_with_more', 'In Sides, which one would you like? Chili Cheese Fries, Chili Fries, Large Fries Large Season Fries or say more to hear more options.')]"""""""""""""""
CN-bdd86beb-868f-4530-a3b2-0b9392a7802c,e105bd9e-2022-4dcc-918f-e935a9c2e127,2021-06-12 13:56:55.176727+00:00,the number two sausage burrito with green sauce on the side,a umber two sausage burrito with green sauce on the side,3,"[('utter_variation_add', 'OK, I added #2 Sausage Burrito  with Green Sauce on side.'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-cbbdc6c7-7de5-4669-acd8-4b0e54d29281,e43440cf-9fec-4341-9aa6-247e811a63d4,2021-06-23 02:14:55.799514+00:00,number 2 with red chili,,2.2,"[('utter_variation_add', 'OK, I added #2 Sausage Burrito  with Red Sauce.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-09346bad-c4ca-4c30-b3b8-b4c9625b2b53,fa4f0b32-1fab-4778-993f-71023d0e34b7,2021-06-12 01:56:40.300983+00:00,naked onion rings,make it onion rings,2.8,"[('utter_variation_add', 'OK, I just added Onion Rings.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-400e0bec-682b-4988-805b-4e4038db8fde,d20e2148-63a8-4c65-9709-ca6686a92e43,2021-06-12 00:01:36.750233+00:00,4,4,1.5,"[('utter_variation_not_add', 'Okay I will not add chicken to your order'), ('utter_ask_order', 'Please tell me what are you ordering today?')]"
CN-4a37b2d9-7483-46a6-bfd1-47d29ee14958,bb8f763d-458f-4456-ab7a-240fd21f6624,2021-06-16 18:15:51.192715+00:00,medium,,0.9,"""""""""""""""[('utter_variation_add', """"""""I've added Medium Lemonade!""""""""), ('utter_variation_add', """"""""I've added Itsaburrger Meal with Regular Itsaburrger Chopped Green Chile and with Cheese, Large Fries and Medium Lemonade!""""""""), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"""""""""""""""
CN-b583cb98-fab1-4e13-8583-432579d29a5f,62dd3de0-c844-47e3-8331-3d41ee601b5a,2021-06-11 23:42:00.202508+00:00,green chile cheese and bacon,green chili cheese and bacon,1.5,"[('utter_edited_dish_item', 'I just modified your Lottaburrger with green chile, cheese and bacon.'), ('utter_disambiguate_without_options', 'What Side would you like?')]"
CN-970b78d4-8312-448e-85e6-680d667e0480,4e0ed4cf-1e37-4f41-9463-1e345bfdefab,2021-06-03 02:54:06.715646+00:00,diet doctor pepper,diet doctor pepper diet doctor pepper,3.6,"[('utter_ask_with_variation', 'What Sizes for your Diet Dr. Pepper, Large or Medium?')]"
CN-179cda2e-9d0a-4412-8a46-bc213645a911,5f783d49-7646-453e-b82a-2ee109b02c7d,2021-06-21 01:27:03.845287+00:00,cheese and green chili,,3,"[('utter_edited_dish_item', 'OK, I just updated your Lottaburrger with cheese and green chili.'), ('utter_disambiguate_without_options', 'What Side do you want?')]"
CN-ebc9bfd8-d968-4d7f-8752-f2c9765f0745,a0d645e7-c68d-4ae1-a5ff-112981d7d4ce,2021-06-04 16:18:24.035698+00:00,its a no no,its a robot number 2 burrito ,0.7,"[('utter_summary_price', 'Your total price comes up to $4.63 including tax.'), ('utter_ask_go_ahead', 'Would you like to finalize your order now?')]"
CN-c6ecc296-ec0b-4321-88b7-92fa37836a27,c7e81f8f-1f2e-4fdc-a1ab-e412f5ebb8c4,2021-06-17 14:57:30.176943+00:00,no the chili is on the side,,4.8,"[('utter_edited_dish_item', 'I just modified your #3 Classic Burrito With Beans with chili.'), ('utter_option_disambiguate', 'We have Red Sauce, Christmas Sauce and Green Sauce in sauce Sauce Which one would you like?')]"
CN-2194dd90-e612-4f3f-b68e-354ed88edb69,d8c13277-5c94-4313-94b7-0d78fb5659bb,2021-06-12 23:26:06.460692+00:00,medium season fries,,1.4,"[('utter_variation_add', 'Sure, I added Medium Season Fries.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-0429589a-d4a3-4406-ab62-10d8b79025f0,93a41fc6-1539-4a6b-bca9-dfe142349a08,2021-06-03 18:08:06.366679+00:00,i do two lotaburger,order 2 lota burgers,1.5,"[('utter_ask_with_variation', 'What Patty for your 1st Lottaburrger, Double Meat or Regular?')]"
CN-2f300ba8-3c42-46c4-ac84-9c4398dee5d2,94b88f84-ac62-4a98-9a9e-2602dec53289,2021-06-12 23:15:23.973078+00:00,drink a lot of burger with cheese,let me get a double lota burger with cheese,2.1,"[('utter_disambiguate_with_more', 'For the Drinks and Sweets which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-5bfe6b72-90ac-4066-9a2a-910bb3f9a190,1bc5eb76-6dae-4eb1-bf3c-73218894d5d2,2021-06-18 16:56:42.807746+00:00,the number 5 no yes no chili, the number 5 no sauce no chili,4.1,"[('utter_disambiguate', 'In Breakfast, which one would you like? #5 Bacon And Bean Burrito or #5 Sausage And Bean Burrito')]"
CN-b41ff9ee-a23d-451a-b22b-d807893f6759,3426e3b5-f262-4370-9dca-437be0a726ca,2021-06-19 19:34:39.595241+00:00,regular,,0.8,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Lottaburrger?')]"
CN-86186f49-3f60-4735-ac5f-c2a066a053ed,e07d587a-dda6-44c5-bc58-9bfa7fb0b18b,2021-06-03 21:41:02.707725+00:00,yes its a burger meal,yes let me have a itsaburger meal ,3.1,"[('utter_combo_dishes', 'The Itsaburrger Meal has Drink, Itsaburrger and Side'), ('utter_dynamic', 'How would you like your itsaburrger, regular or double meat?')]"
CN-20cfd8c8-1cdc-4103-bf24-84cc589e1d95,4417ed72-8ef9-4099-81a8-473251d6c410,2021-06-01 19:18:26.992090+00:00,french fries,,3.7,"[('utter_disambiguate', 'For the Sides which would you like? Large Fries, Large Season Fries, Medium Fries or Medium Season Fries')]"
CN-4886b629-18fd-4be9-93d0-d2daa8ecb488,1926107b-3b4a-4810-ac42-c0a3e59d56e0,2021-06-01 19:39:29.444210+00:00,yeah just regular fries,,1.6,"[('utter_default', 'Could you say that again, please?')]"
CN-8274042f-41a1-45a2-9bc0-479ef5bbe890,c64bcee4-8945-41ce-82dd-5f2e1bc1eb77,2021-06-18 16:22:48.697901+00:00,a number 1 with bacon and christmas,,4.9,"[('utter_variation_add', 'OK, I just added #1 Bacon Burrito with Christmas Sauce.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-5bac75a8-d28d-4874-998d-6a9ead85f47c,68b45745-26d9-4bb9-9a15-43325f4cdd82,2021-06-22 19:00:36.628528+00:00,ice tea,,0.7,"[('utter_ask_with_variation', 'What Sizes for your Iced Tea, Large or Medium?')]"
CN-19ef3b02-edf1-435b-836f-7b021fc3959c,b5218412-b21e-4453-9150-865e72fc62f0,2021-06-06 17:48:38.095514+00:00,its a burger with no pickles burger only,let me have a itsa burger with no pickles burger only,7.1,"[('utter_dynamic', 'How would you like your itsaburrger, regular or double meat?')]"
CN-f6db2c47-0ffd-4a5a-b246-bd5cd6f471c3,bc2467f0-8493-4c0b-a7c4-42ead4d11672,2021-06-24 02:23:13.919541+00:00,medium,,0.8,"[('utter_variation_add', 'Sure, I added Medium Root Beer.'), ('utter_variation_add', 'Sure, I added Itsaburrger Meal with Regular Itsaburrger with Cheese, Medium Fries and Medium Root Beer.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"
CN-e55c3ee2-3134-4fdf-b682-a8b583fb3ab9,55949a74-7dd6-4562-be46-54a8024c3a78,2021-06-23 18:31:01.240557+00:00,price,fries,0.7,"[('utter_total_price', 'Your total price comes up to $10.97 plus taxes.'), ('utter_disambiguate_without_options', 'What Side would you like?')]"
CN-171c0139-0490-4809-ba23-d5d120718ad5,2db3a587-e6b3-4b2e-b33a-e9887707b50f,2021-06-12 13:29:39.850047+00:00,number two,,0.9,"[('utter_ask_limited', 'What Sauce for the #2 Sausage Burrito ?')]"
CN-7ebaeff6-0cf2-4957-93ad-6e5c844edf4a,044f26ee-d079-4d83-9b13-5c0a542d815a,2021-06-04 23:42:26.739091+00:00,large fries,,1.1,"""""""""""""""[('utter_variation_add', """"""""I've added Large Fries!""""""""), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"""""""""""""""
CN-0bcb418b-6964-4b1a-af89-3d6fcb5287ad,7c10c2bd-8947-46a2-861e-020bd1c9fe6c,2021-06-09 23:28:05.886757+00:00,medium,,0.8,"[('utter_variation_add', 'Sure, I added Medium Pepsi.'), ('utter_variation_add', 'OK, I added Lottaburrger Meal with Regular Lottaburrger with Bacon, Cheese and without Mustard and Onion, Large Fries and Medium Pepsi.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-924ce716-7a33-4517-8d21-0ee2bc87b416,ab569df8-2eb0-4858-a495-9db7176f5466,2021-06-18 14:05:51.039750+00:00,chicken breakfast burrito,bacon breakfast burrito green sauce ,1.9,"[('utter_dynamic', 'For the chicken tender which would you like?  2 pieces, 3 pieces or 4 pieces?')]"
CN-2e66d928-ba42-4936-a731-720af621bc95,71eec984-81e0-4b15-ae5a-60abf077d3ec,2021-06-17 17:08:42.419361+00:00,no fry,no fries ,0.9,"[('utter_deleted_dish', 'Sure, I have removed Medium Season Fries for you'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-b759c1b7-f25a-468b-a47b-9d5b71a470b3,1d5cb2ee-8988-4391-a6f8-8772c088c6c4,2021-06-07 01:24:20.419534+00:00,double meat,,0.9,"[('utter_variation_add', 'OK, I added Double Meat Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Double Meat Lottaburrger?')]"
CN-1ef42c83-6439-41e3-af6c-f343fff3ec2f,d1d75b62-2cc8-4252-a9ed-0a9400656efa,2021-06-08 15:34:55.245488+00:00,another number one bacon burrito with green chili,,5.6,"[('utter_variation_add', 'Sure, I added #1 Bacon Burrito with Green Sauce.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-5a507f73-c736-4166-89b0-dd6123350fed,37636bf6-010a-416d-93ba-73e099f9759b,2021-06-05 22:23:04.460171+00:00,i would like two lot of compliments,i would like two lota combos ,2.3,"[('utter_specials_not_found', 'Sorry, this store does not have any specials right now.'), ('utter_ask_order', 'Please tell me what can I get for you today?')]"
CN-5a068a19-2128-4acc-96c8-0260242d9d5a,ebf5289a-1520-406b-b384-705cb2bf027d,2021-06-09 02:35:17.933277+00:00,cheese plates,cheese please ,1.2,"[('utter_edited_dish_item', 'OK, I just updated your Lottaburrger with cheese.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"
CN-2e86aabb-197f-4afc-a6a3-277fd93f5ff5,8238f2ab-aa7a-4fad-85bd-25c9d0890014,2021-06-05 00:51:29.410299+00:00,large fries,,1.1,"""""""""""""""[('utter_variation_add', """"""""I've added Large Fries!""""""""), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"""""""""""""""
CN-1f3dd9b1-0b4d-456b-88b0-a867dd76eb9c,fa45f159-6c1b-4091-b2b1-493668808978,2021-06-19 16:14:33.982427+00:00,large seasoned fries,,1.9,"[('utter_variation_add', 'Sure, I added Large Season Fries.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-f2c5fb4e-4e9f-4681-b8f5-d60166692258,1efbc873-9367-4ec2-bffc-c9cbb4eebc2f,2021-06-09 23:40:50.926668+00:00,regular with cheese,,1.3,"[('utter_option_already_present', 'cheese is already selected'), ('utter_variation_add', 'OK, I added Regular Itsaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Itsaburrger?')]"
CN-8351d4ec-a3c2-45d4-9134-01b30cbc74d3,89313636-1d04-40ee-8ff3-a7b200a423a3,2021-06-19 20:19:11.464991+00:00,large,,0.7,"""""""""""""""[('utter_variation_add', 'OK, I added Large Diet Pepsi.'), ('utter_variation_add', """"""""I've added Lottaburrger Meal with Double Meat Lottaburrger without Cheese and with Chopped Green Chile, Large Season Fries and Large Diet Pepsi!""""""""), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"""""""""""""""
CN-cafd2434-53c9-4b61-89ff-87ad986b0f5f,47936fb5-1124-44a0-a29c-3294c1e5d0c4,2021-06-04 13:21:58.178063+00:00,you can also get another number to burrito with green sauce,and can i also get another number 2 burrito with green sauce,7.8,"[('utter_ask_limited', 'What Sauce do you want for the #2 Sausage Burrito ?')]"
CN-db2620fe-7a7c-4c10-b124-79d123241e25,c1cd25ac-76df-4805-9dc6-3dcbf4675b0c,2021-06-13 22:03:22.067293+00:00,pepsi,,0.7,"[('utter_ask_with_variation', 'What Sizes for your Pepsi, Large or Medium?')]"
CN-9d3be304-49de-4dfb-bb0b-a89df96ef330,85824614-3da5-478e-9c1c-c994d42473b6,2021-06-04 20:26:01.105111+00:00,regular,,0.7,"[('utter_variation_add', 'Sure, I added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-d703d624-935c-4c5a-82df-794aeafbcb00,4e919865-9d58-4a91-a682-7a43d8c0708d,2021-06-15 00:07:53.102594+00:00,regular fries,,1,"""""""""""""""[('utter_variation_add', """"""""I've added Medium Fries!""""""""), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"""""""""""""""
